Company,Geography, Excel ID 
Boliden Mineral AB,EMEA,IQ5491218
ERAMET Norway A/S,EMEA,IQ22676235
Fukuda Metal Foil & Powder Co. Ltd,APAC,IQ5528775
Heitkamp & Thumann KG,EMEA,IQ9756189
Imphy S.A.,EMEA,IQ47167872
JFE Metal Products & Engineering Inc.,APAC,IQ5528346
Metalmeccanica Tiberina Srl,EMEA,IQ5457367
PLANSEE SE,EMEA,IQ22548182
Rio Tinto International Holdings Limited,EMEA,IQ8080090
voestalpine Grobblech GmbH,EMEA,IQ6465656
Witzenmann GmbH,EMEA,IQ941633
"Ferroglobe Spain Metals, S.A.U.",EMEA,IQ309487129
"Gonvarri I.Centro de Servicios, S.L.",EMEA,IQ54878264
"Surteckariya Co.,Ltd.",APAC,IQ5774328
GS Global Japan Corporation,APAC,IQ5875446
"Kyoho Machine Works, Ltd.",APAC,IQ5546536
"Atc, K.K.",APAC,IQ248897555
Norilsk Nickel Harjavalta Oy,EMEA,IQ5521540
Nippon Steel Coated Sheet Corporation,APAC,IQ6463085
"Hiroshima Aluminum Industry Co.,Ltd.",APAC,IQ5886271
S. Norton & Co Ltd,EMEA,IQ5827377
"Mitsuwa Electric Co., Ltd.",APAC,IQ5490351
Gebauer & Griller Kabelwerke Gesellschaft m.b.H.,EMEA,IQ5648288
Usui Metals Corporation,APAC,IQ6499880
Minmetals (UK) Ltd,EMEA,IQ5853557
Muenze Oesterreich AG,EMEA,IQ5554575
"Mitsui Bussan Metals Co.,Ltd.",APAC,IQ5503234
Aubert & Duval S.A.,EMEA,IQ22581308
"Aida Chemical Industries Co., Ltd.",APAC,IQ5708079
Aperam Stainless France SAS,EMEA,IQ270123424
Aurubis Beerse nv,EMEA,IQ26084422
SSAB Europe Oy,EMEA,IQ133688506
MM&Kenzai Sales Corporation,APAC,IQ5506302
Ausurus Group Ltd,EMEA,IQ407023820
Boliden Commercial AB,EMEA,IQ27276312
Terrafame Oy,EMEA,IQ323750406
Grillo-Werke AG,EMEA,IQ5503938
Alperia Trading SRL,EMEA,IQ591903543
Alpiq Energie France SAS,EMEA,IQ22830521
ENGIE Power Limited,EMEA,IQ22783874
Gruppo Società Gas Rimini S.p.A.,EMEA,IQ22340315
"Kobelco Power Kobe, Inc.",APAC,IQ26084303
MET Energia Italia SpA,EMEA,IQ614185308
Societe Valmy Defense 17 Sdv 17,EMEA,IQ171315608
VW Kraftwerk GmbH,EMEA,IQ5885912
Yü Energy Retail Limited,EMEA,IQ330439449
Brook Green Trading Limited,EMEA,IQ609962451
Gewi AG,EMEA,IQ260823074
Andel Energi A/S,EMEA,IQ23108763
Bryt Energy Limited,EMEA,IQ647904148
Energy2market GmbH,EMEA,IQ257392120
Alperia Energy Srl,EMEA,IQ22932166
MVV Trading GmbH,EMEA,IQ248586060
ENERGIEUNION GmbH,EMEA,IQ5290246
Energie Steiermark Business GmbH,EMEA,IQ259896877
Kashima Power Co. Ltd.,APAC,IQ1674025302
Utilita Energy Limited,EMEA,IQ215154641
OeMAG Abwicklungsstelle für Ökostrom AG,EMEA,IQ46959049
E.ON UK Energy Markets Limited,EMEA,IQ365900274
Prax Petroleum Ltd.,EMEA,IQ46409896
Eneos Power Corporation,APAC,IQ1929887703
Syneco Trading GmbH,EMEA,IQ46888263
Joint Allocation Office S.A.,EMEA,IQ100707948
Equinor Energy AS,EMEA,IQ52002888
Repsol Lubricantes Y Especialidades SA,EMEA,IQ5636596
TotalEnergies E&P UK Limited,EMEA,IQ5490164
Shell International Limited,EMEA,IQ5502894
Siemens Energy Austria GmbH,EMEA,IQ693288784
IES – ITALIANA ENERGIA E SERVIZI S.p.A.,EMEA,IQ5477485
Shell U.K. Limited,EMEA,IQ5466782
"Upper Missouri G & T Electric Cooperative, Inc.",N. America,IQ711411727
Axpo Italia S.p.A.,EMEA,IQ22534037
Bluenergy Group S.p.A.,EMEA,IQ46051741
Dolomiti Energia Trading S.p.A.,EMEA,IQ9682233
e-Distribuzione SpA,EMEA,IQ5463693
"E-REDES - Distribuição de Eletricidade, S.A.",EMEA,IQ27127184
E.On Energilösningar Aktiebolag,EMEA,IQ46843972
EDF Energy Customers Limited,EMEA,IQ22511340
EDF Energy Nuclear Generation Ltd.,EMEA,IQ5476219
EDF Production Electrique Insulaire SAS,EMEA,IQ275301846
"EDISTRIBUCIÓN Redes Digitales, S.L.U",EMEA,IQ22500746
Elia Asset SA/NV,EMEA,IQ5899056
Enel Iberia Srl,EMEA,IQ33734480
Energia Molise S.P.A.,EMEA,IQ32831184
Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH,EMEA,IQ12024965
EnergieNetz Mitte GmbH,EMEA,IQ280957290
Energinet Eltransmission A/S,EMEA,IQ631036559
ENGIE Servizi S.p.A.,EMEA,IQ22614056
Equans Services Limited,EMEA,IQ5542511
Fjordkraft AS,EMEA,IQ5717653
Fortum Power and Heat Oy,EMEA,IQ6427741
Hafslund Nett AS,EMEA,IQ22614406
Hudson Energy Supply UK Limited,EMEA,IQ214695798
Hydro Energi AS,EMEA,IQ22500673
"Iberdrola Clientes Portugal, Unipessoal, Lda",EMEA,IQ269009734
Iberdrola Clientes Sociedad Anonima.,EMEA,IQ311364733
"IBERDROLA ENERGÍA ESPAÑA, S.A.U.",EMEA,IQ286182874
Iberdrola Generación Nuclear S.A.U.,EMEA,IQ275289902
Iberdrola Redes EspaIa Sociedad Anonima Unipersonal,EMEA,IQ383653657
"Iberdrola Renovables Energia, Sau",EMEA,IQ247620267
Jämtkraft AB,EMEA,IQ5852237
Lausitz Energie Kraftwerke AG,EMEA,IQ8202528
LSW Energie GmbH & Co. KG,EMEA,IQ311391267
LSW Holding GmbH & Co. KG,EMEA,IQ270426514
Red Electrica de Espana S.A.U.,EMEA,IQ46644874
Regionetz GmbH,EMEA,IQ46330292
Ringhals AB,EMEA,IQ6461460
RWE Generation UK PLC,EMEA,IQ5874550
Saale Energie GmbH,EMEA,IQ9328508
SmartestEnergy Limited,EMEA,IQ22709520
SP Distribution plc,EMEA,IQ26972242
SSE EPM Limited,EMEA,IQ422936308
Städtische Werke Magdeburg GmbH & Co. KG,EMEA,IQ99678068
Stromnetz Berlin GmbH,EMEA,IQ45734666
Swb Erzeugung Ag & Co. Kg,EMEA,IQ5908817
TEN Thüringer Energienetze GmbH & Co. KG,EMEA,IQ47275076
TransnetBW GmbH,EMEA,IQ30906141
"Unión Fenosa Distribución, S.A.",EMEA,IQ5476118
Uniper Kraftwerke GmbH,EMEA,IQ339154392
Vattenfall Eldistribution AB,EMEA,IQ5532166
Wien Energie Vertrieb GmbH & Co KG,EMEA,IQ22548577
Dolomiti Energia S.p.A.,EMEA,IQ22746226
Stadtwerke Würzburg Aktiengesellschaft,EMEA,IQ5567598
Hera Comm S.p.A.,EMEA,IQ22136474
Alterna,EMEA,IQ46433375
Zero Watt Power.Inc,APAC,IQ1839191646
badenova AG & Co. KG,EMEA,IQ5491414
Stadtwerke Köln Gesellschaft Mit Beschränkter Haftung,EMEA,IQ876566
e.optimum AG,EMEA,IQ274916682
Stadtwerke Augsburg Energie GmbH,EMEA,IQ5546981
Total Gas Y Electricidad España SA,EMEA,IQ547317778
Power Online,EMEA,IQ407055285
Electricity Plus Supply Limited,EMEA,IQ25998991
Energieversorgungs- Und Verkehrsgesellschaft Mit Beschränkter Haftung Aachen,EMEA,IQ5531230
Netzgesellschaft OstwÜRttemberg Donauries GmbH,EMEA,IQ46951671
Trianel Kohlekraftwerk Lünen GmbH & Co. KG,EMEA,IQ257502030
Energie Steiermark Kunden GmbH,EMEA,IQ30294811
Agsm Energia Spa,EMEA,IQ23315489
Iberdrola Comercializacion De Ultimo Recurso Sociedad Anonima,EMEA,IQ119084514
Fortum Markets AB,EMEA,IQ5875028
Sunnic Lighthouse GmbH,EMEA,IQ261305548
Vestas Eolica Sa,EMEA,IQ6562928
Yello Strom GmbH,EMEA,IQ11899689
"E.ON Energía, S.L.",EMEA,IQ30489651
Electrade S.p.A.,EMEA,IQ47203163
Scottish Power Energy Retail Ltd.,EMEA,IQ26971922
Enbw Energy Factory GmbH,EMEA,IQ652857898
Eco Trade S.r.l.,EMEA,IQ536046153
FORTIA ENERGÍA S.L.,EMEA,IQ113637202
"Eni Plenitude Iberia, S.L.U.",EMEA,IQ286384917
Eneco Belgium,EMEA,IQ593214710
Alpiq Energía España S.A.U.,EMEA,IQ30659980
Enbw Ostwürttemberg Donauries AG,EMEA,IQ5545271
Alpiq Italia S.r.l.,EMEA,IQ129565447
Fortum Strøm As,EMEA,IQ22595679
"Kanden Energy Solution Co., Inc.",APAC,IQ47016602
WSW Wuppertaler Stadtwerke GmbH,EMEA,IQ118417472
Modity Energy Trading AB,EMEA,IQ46984093
SWK ENERGIE GmbH,EMEA,IQ26447538
Energiehandelsgesellschaft West mbH,EMEA,IQ5302656
Energie AG Oberösterreich Kraftwerke GmbH,EMEA,IQ39098202
Stadtwerke Aachen Aktiengesellschaft,EMEA,IQ5546189
SNCF Energie,EMEA,IQ278385836
Stadtwerke Lübeck Gruppe GmbH,EMEA,IQ259836380
Energie Burgenland Vertrieb GmbH & Co Kg,EMEA,IQ49547545
Acciona Green Energy Developments S.L.,EMEA,IQ118959269
Dual Energy Direct Ltd,EMEA,IQ105703098
"Naturgy Commodities Trading, S.A.",EMEA,IQ651633862
Brook Green Supply Limited,EMEA,IQ609954414
Valhall G.K.,APAC,IQ1856129961
EGO Energy Srl,EMEA,IQ249803065
Corona Energy Retail 4 Limited,EMEA,IQ26789441
Vattenfall Sahkonmyynti Oy,EMEA,IQ5637275
VPI POWER LIMITED,EMEA,IQ5491374
Syd Energi Salg A/S,EMEA,IQ30448841
Trianel Gaskraftwerk Hamm GmbH & Co. Kg,EMEA,IQ111597983
"Sakata Kyodo Power Company, Ltd.",APAC,IQ5571995
Ovo Electricity Ltd,EMEA,IQ206837723
Süwag Vertrieb AG & Co. KG,EMEA,IQ46012022
Energinet Systemansvar A/S,EMEA,IQ631036424
Fortum Markets Oy,EMEA,IQ5477834
Axpo Deutschland GmbH,EMEA,IQ257243996
Nova Aeg S.p.A,EMEA,IQ401818117
Energie AG Oberösterreich Vertrieb GmbH & Co KG,EMEA,IQ30339486
Repower Vendita Italia S.p.A.,EMEA,IQ1010286
"Sumitomo Joint Electric Power Co., Ltd.",APAC,IQ5648380
Nrm Netzdienste Rhein-Main GmbH,EMEA,IQ46055014
"AXPO Iberia, S.L. (Sociedad Unipersonal)",EMEA,IQ39821042
TenneT TSO GmbH,EMEA,IQ79257748
ESB Independent Energy Ltd.,EMEA,IQ20904354
Alpiq Energia Italia S.p.a,EMEA,IQ22728420
Lampiris S.A.,EMEA,IQ83841954
"Setouchi Joint Thermal Power Co., Ltd.",APAC,IQ5533921
"Nexus Energía, S.A.",EMEA,IQ51117532
British Gas Services Limited,EMEA,IQ5478857
VPI Holding Ltd,EMEA,IQ254046246
"JOBAN JOINT POWER CO.,LTD.",APAC,IQ5509445
"Kyushu Co-Operative Power Company Co., Ltd.",APAC,IQ5559220
ENTEGA Energie GmbH,EMEA,IQ22533980
Enecord,APAC,IQ1821446673
GETEC ENERGIE GmbH,EMEA,IQ22933098
Quantum GmbH,EMEA,IQ111583435
Next Kraftwerke GmbH,EMEA,IQ106309429
enercity Netz GmbH,EMEA,IQ111401008
Power NI Energy Ltd,EMEA,IQ58809973
Marubeni Power Retail Corporation,APAC,IQ1676923168
"CD Energy Direct Co.,Ltd.",APAC,IQ652985266
Soma Kyodo Power Co. Ltd.,APAC,IQ5491203
KVVH GmbH,EMEA,IQ5505494
"EDP Serviço Universal, S.A.",EMEA,IQ111621073
"ENERGIEALLIANZ Austria GmbH, Zweigniederlassung Essen",EMEA,IQ226033855
Südwestdeutsche Stromhandels GmbH,EMEA,IQ45984579
enercity AG,EMEA,IQ883161
SEFE Energy Limited,EMEA,IQ27918978
Sorgenia Trading SpA,EMEA,IQ216959328
Duferco Energia SpA,EMEA,IQ206341631
Enovos Energie Deutschland GmbH,EMEA,IQ30375510
Drax Energy Solutions Limited,EMEA,IQ51811410
Ewe Trading GmbH,EMEA,IQ246304095
ENERGIEALLIANZ Austria GmbH,EMEA,IQ30276099
Servizio Elettrico Nazionale,EMEA,IQ43503983
Sydkraft Nuclear Power AB,EMEA,IQ5921331
"Chugoku Electric Power Transmission & Distribution Company, Incorporated",APAC,IQ1817495556
"Hokkaido Electric Power Network, Inc.",APAC,IQ1818353791
EVN Energievertrieb GmbH & Co KG,EMEA,IQ22596519
Städtische Werke Nürnberg Gesellschaft Mit Beschränkter Haftung,EMEA,IQ5479310
Energie AG Oberösterreich Trading GmbH,EMEA,IQ39098196
SWM Versorgungs GmbH,EMEA,IQ6436206
"KYUSHU Electric Power Transmission And Distribution CO.,INC.",APAC,IQ662740341
Tirreno Power S.p.A.,EMEA,IQ1932129
RheinEnergie Trading GmbH,EMEA,IQ118654962
British Gas Limited,EMEA,IQ316657123
Uniper UK Limited,EMEA,IQ5740471
EWE VERTRIEB GmbH,EMEA,IQ134033543
Trianel GmbH,EMEA,IQ5645659
"Kansai Transmission and Distribution, Inc",APAC,IQ660796441
"Tohoku Electric Power Network Co., Inc.",APAC,IQ1816616997
E.ON NEXT ENERGY LIMITED,EMEA,IQ22637169
Centrica Energy Marketing Limited,EMEA,IQ316657359
Uniper Energy Sales GmbH,EMEA,IQ99084605
Engie Italia SpA,EMEA,IQ232410005
"Chubu Electric Power Miraiz Co., Inc.",APAC,IQ689179790
"TEPCO Energy Partner, Incorporated",APAC,IQ412026051
Gestore dei Mercati Energetici S.p.A.,EMEA,IQ23927547
OVO Energy Ltd,EMEA,IQ130334301
Endesa Energia S.A.,EMEA,IQ5480375
Energieversorgung Mittelrhein AG,EMEA,IQ5554882
Forsmarks Kraftgrupp AB,EMEA,IQ5510618
RWE Power AG,EMEA,IQ13236992
Network Plus Services Ltd,EMEA,IQ47194069
Gas Y Electricidad Generacion SA,EMEA,IQ5552944
A2A Energia SPA,EMEA,IQ552239205
Vlaams Energiebedrijf nv,EMEA,IQ324781229
Austrian Power Grid AG,EMEA,IQ5531746
Nuclear Restoration Services Limited,EMEA,IQ5502569
EirGrid plc,EMEA,IQ20902533
Union Electrica De Canarias Generacion SA,EMEA,IQ5516209
Octopus Energy Operations 2 Limited,EMEA,IQ631262879
British Gas Trading Limited,EMEA,IQ1605811
Uniper Global Commodities SE,EMEA,IQ58145312
Edison Energia S.p.A.,EMEA,IQ5481563
Bord Gáis Energy Limited,EMEA,IQ266171555
Iren Energia S.P.A.,EMEA,IQ133191598
Terna Rete Italia SpA,EMEA,IQ206696618
Iren Mercato S.p.A.,EMEA,IQ22675673
Engie España S.L.U.,EMEA,IQ102286930
Ep Produzione S.P.A.,EMEA,IQ311794672
Acea Energia S.p.A.,EMEA,IQ22533416
Ovo Group Ltd,EMEA,IQ320607626
E.ON Energy Solutions Limited,EMEA,IQ42467157
eins energie in sachsen GmbH & Co. KG,EMEA,IQ5547159
Essener Versorgungs- und Verkehrsgesellschaft mbH (EVV),EMEA,IQ5507430
Göteborg Energi Aktiebolag,EMEA,IQ5900515
ORES Assets scrl,EMEA,IQ260126234
Ørsted Salg & Service A/S,EMEA,IQ5477771
Pozitive Energy Ltd,EMEA,IQ609882967
Stadtwerke Kiel AG,EMEA,IQ681538
Vattenfall Europe Sales GmbH,EMEA,IQ22515893
wesernetz Bremen GmbH,EMEA,IQ6462857
Estra Energie S.R.L.,EMEA,IQ268262734
e-regio GmbH & Co. KG,EMEA,IQ529275545
WEMAG AG,EMEA,IQ5555638
Stadtwerke Rostock AG,EMEA,IQ5919715
EVH GmbH,EMEA,IQ5550634
Südwestfalen Energie und Wasser AG,EMEA,IQ47126441
Plures S.p.A.,EMEA,IQ5827275
RhönEnergie Fulda GmbH,EMEA,IQ5342988
Stadtwerke Halle GmbH,EMEA,IQ8202429
Azienda Generale Servizi Municipali di Verona S.p.A.,EMEA,IQ5553895
Stadtwerke MÜNster GmbH,EMEA,IQ143415339
Tremagi S.R.L.,EMEA,IQ325937264
Dortmunder Energie- Und Wasserversorgung Gesellschaft Mit Beschränkter Haftung,EMEA,IQ5496082
Mark-E Aktiengesellschaft,EMEA,IQ5533612
LVV Leipziger Versorgungs- und Verkehrsgesellschaft mbH,EMEA,IQ59047009
MAINGAU Energie GmbH,EMEA,IQ27567465
GasVersorgung Süddeutschland GmbH,EMEA,IQ879517
Technische Werke Dresden GmbH,EMEA,IQ5503003
Stadtwerke Duisburg AG,EMEA,IQ5519078
SachsenEnergie AG,EMEA,IQ5503831
Hera Trading S.r.l.,EMEA,IQ30339609
EDF Energy Holdings Limited,EMEA,IQ223881979
Act Commodities B.V.,EMEA,IQ592289188
Api Holding S.p.A.,EMEA,IQ9804856
B2mobility GmbH,EMEA,IQ625726403
Black Oils S.p.A.,EMEA,IQ26813739
BP Gas Marketing Limited,EMEA,IQ5479321
Chevron Belgium N.V.,EMEA,IQ59251846
Compagnie Petroliere De L'ouest,EMEA,IQ5502654
Dats 24 NV,EMEA,IQ52006425
DMS S.N.C.,EMEA,IQ5498612
Eni Deutschland GmbH,EMEA,IQ5468065
Etablissementen J. Maes Zonen Nv,EMEA,IQ23093082
Ethanol Europe Renewables Ltd.,EMEA,IQ321280851
ExxonMobil Petroleum & Chemical BV,EMEA,IQ5466416
"Iberian Lube Base Oils Company, S.A.",EMEA,IQ241754796
Infineum France SNC,EMEA,IQ5523420
"J-Quest Co., Ltd.",APAC,IQ22783521
"Kuwait Petroleum España, S.A.",EMEA,IQ5525675
Malik Supply A/S,EMEA,IQ134348159
MET Austria Energy Trade GmbH,EMEA,IQ291937896
MOL Austria Handels GmbH,EMEA,IQ5545209
"MOL Techno-Trade, Ltd.",APAC,IQ5545219
MONTANA Group GmbH,EMEA,IQ182953441
Natural Energy West GmbH,EMEA,IQ47130910
"Naturgas Energia Comercializadora, S.A.U.",EMEA,IQ5705731
Neste Markkinointi Oy,EMEA,IQ5482756
PetroIneos Fuels Limited,EMEA,IQ114227009
Petroineos Manufacturing France Sas,EMEA,IQ46894272
Phillips 66 UK Holdings Limited,EMEA,IQ214162427
"Prio Supply, S.A.",EMEA,IQ207072432
Raffineria di Milazzo S.C.p.A.,EMEA,IQ5528205
Raffinerie Heide GmbH,EMEA,IQ118904653
"Repsol Petróleo, S.A.",EMEA,IQ5463783
"Repsol Trading, S.A.",EMEA,IQ5464159
Ruhr Oel GmbH,EMEA,IQ26020095
Shell Energy Italia S.r.l.,EMEA,IQ106461503
"Shell Espana, S.A.",EMEA,IQ5476857
Shell International Petroleum Company Limited,EMEA,IQ5503830
Société Anonyme de la Raffinerie des Antilles,EMEA,IQ272635914
Sonatrach Petroleum Corporation (BVI),EMEA,IQ59388407
"Taiyo Koyu Co., Ltd.",APAC,IQ5491232
Total Raffinaderij Antwerpen N.V.,EMEA,IQ5522152
Valero Energy Ltd,EMEA,IQ254626151
"Wakayama Petroleum Refining Co., Ltd.",APAC,IQ30025230
WOREX SNC,EMEA,IQ5486161
Xl Servicestations Bvba,EMEA,IQ247594670
"Petroleos del Norte, S.A.",EMEA,IQ4509086
"Asamarbunkers - Consultadoria E ParticipaÇÕes, Lda",EMEA,IQ83019937
Harvest Energy Ltd.,EMEA,IQ5468092
"Hayashikane Oil Co., Ltd.",APAC,IQ5507408
"Kokusai Oil & Chemical Co., Ltd.",APAC,IQ5477784
G&V Servicestations NV,EMEA,IQ111319124
INEOS Sales (UK) Limited,EMEA,IQ253181623
Eneos Sun-Energy Corporation,APAC,IQ5600035
Soven S.A.S.,EMEA,IQ5648766
Eni France SA,EMEA,IQ164892626
Adamant BioNRG S.r.l.,EMEA,IQ537131594
Repsol Italia SpA,EMEA,IQ5718805
Ineos Köln GmbH,EMEA,IQ22709977
"Fuji Kosan Company, Ltd.",APAC,IQ604134585
BAYERNOIL Raffineriegesellschaft mbH,EMEA,IQ5467763
Glander International Bunkering (Norway) AS.,EMEA,IQ22746287
Kuwait Petroleum Aviation France Sas,EMEA,IQ111537716
Van Kessel Olie B.V.,EMEA,IQ144108983
North European Oil Trade AS,EMEA,IQ337582896
Societe Valmy Defense 38 En Abrege Svd 38,EMEA,IQ325717572
Urbaine des Petroles S.A.S.,EMEA,IQ5478377
Essar Midlands Limited,EMEA,IQ601266322
ExxonMobil Marine Limited,EMEA,IQ5491202
Westgass AS,EMEA,IQ586151257
Franc Comtoise Carburants Combustibles SAS,EMEA,IQ5704205
Mobene GmbH & Co. Kg,EMEA,IQ127694451
"Unión Fenosa Gas Comercializadora, S.A.",EMEA,IQ108108824
Iplom SpA,EMEA,IQ5503383
China Aviation Fuel (Europe) Limited,EMEA,IQ572443763
PCK Raffinerie GmbH,EMEA,IQ5471605
Petco Trading (UK) Limited,EMEA,IQ111703241
"PetroChina International (London) Co., Limited",EMEA,IQ224714425
Shell Energy Europe B.V.,EMEA,IQ23482254
Deutsche AVIA Mineralöl-GmbH,EMEA,IQ5479715
Phillips 66 Ireland Limited,EMEA,IQ22533937
North European Oil Trade Ab,EMEA,IQ381341826
Crossbridge Energy A/S,EMEA,IQ5874506
Exxonmobil Gas Marketing Europe Limited,EMEA,IQ4373749
"Seibu Oil Co., Ltd.",APAC,IQ6435321
Commercial Energy Solutions GmbH,EMEA,IQ30274517
MiRO Mineraloelraffinerie Oberrhein GmbH & Co. KG,EMEA,IQ42227315
Sonatrach Raffineria Italiana S.R.L.,EMEA,IQ589618685
"Taiyo Oil Company, Limited",APAC,IQ5467414
"PetroChina International(Japan)Co., Ltd.",APAC,IQ144994458
Omv Supply & Trading Italia S.R.L.,EMEA,IQ639339972
"BP España, S.A.U.",EMEA,IQ8201308
"Usami, K.K.",APAC,IQ5468362
Usami Koyu Corp.,APAC,IQ216276155
Gs Caltex Singapore Pte Ltd,EMEA,IQ411954455
Sol Puerto Rico Ltd,N. America,IQ224756287
"Esso Petroleum Company, Limited",EMEA,IQ5466418
"BP Energía España, S.A.U",EMEA,IQ5871087
ISAB S.r.l.,EMEA,IQ13622328
Total Raffinage France,EMEA,IQ257508224
Kalundborg Refinery A/S,EMEA,IQ143979254
Essar Oil (UK) Limited,EMEA,IQ208574994
North Atlantic Raffinage,EMEA,IQ6461890
Shell Deutschland GmbH,EMEA,IQ5466733
PTT International Trading London Ltd,EMEA,IQ413056143
Greenergy Fuels Holdings Limited,EMEA,IQ224652986
Sarlux S.r.l.,EMEA,IQ5522160
BP Europa SE,EMEA,IQ5468293
Rosneft Deutschland GmbH,EMEA,IQ433885419
"BridgeTex Pipeline Company, LLC",N. America,IQ236917871
Equinor Marketing & Trading (US) Inc.,N. America,IQ6561804
AGN ENERGIA SPA,EMEA,IQ6883957
Air Water Lifesolution K.K.,APAC,IQ52718721
Alpha Trading S.p.a.,EMEA,IQ5644838
Alvéa S.N.C.,EMEA,IQ5492113
Ambrian Energy GmbH,EMEA,IQ111624966
Autosped G S.p.A.,EMEA,IQ30464271
BP Oil UK Ltd.,EMEA,IQ5463598
BP Shipping Limited,EMEA,IQ5497473
Butagaz SAS,EMEA,IQ5522301
"C Energy Co., Inc.",APAC,IQ38595349
Calor Gas Limited,EMEA,IQ3796526
"Campsa Estaciones de Servicio, S.A. - CAMPSARED",EMEA,IQ5542472
Carfuel SAS,EMEA,IQ5467184
Circle K Sverige AB,EMEA,IQ217860515
Comfort Energy NV,EMEA,IQ45767119
Crown Oil Ltd,EMEA,IQ5452829
Disa Suministros Y Trading SL,EMEA,IQ145683782
"Enagás Transporte, S.A.U.",EMEA,IQ214525336
"Endesa Energia, S.A. - Sucursal Em Portugal",EMEA,IQ146084981
"ENEOS Globe Energy Co., Ltd.",APAC,IQ50275788
ENEOS Ocean Corporation,APAC,IQ141445748
ENI Rete Oil & Non Oil SpA,EMEA,IQ82660321
Fukuoka Standard Re K.K.,APAC,IQ6478461
Gabriels &C NV,EMEA,IQ5778560
GASCADE Gastransport GmbH,EMEA,IQ42893588
Goldengas s.p.a.,EMEA,IQ46496391
GrDF SA,EMEA,IQ106348205
HOYER GmbH Internationale Fachspedition,EMEA,IQ35993128
Kreuzmayr GmbH,EMEA,IQ61402831
Liquigas S.p.A.,EMEA,IQ22563194
"Mcmullan Bros., Limited",EMEA,IQ5504356
Methane Services Limited,EMEA,IQ36872492
"Osaka Gas Marketing Co., Ltd.",APAC,IQ1848235220
Peninsula Petroleum Sl,EMEA,IQ301057089
Q8 Danmark A/S,EMEA,IQ5502982
Radius Business Solutions (Belgium),EMEA,IQ216824936
"Repsol Comercial de Productos Petrolíferos, S.A.",EMEA,IQ5463979
"Sanwa Energy Co., Ltd.",APAC,IQ47793981
SEFE Marketing & Trading Limited,EMEA,IQ5826800
SHV Gas Supply & Risk Management SAS,EMEA,IQ30835007
Solveig Gas Norway AS,EMEA,IQ158690779
Stoccaggi Gas Italia S.p.A.,EMEA,IQ22515050
Tamoil Italia S.p.A.,EMEA,IQ10081255
TOPAZ BULL MANUFACTURING LIMITED,EMEA,IQ5510326
Total Caraibes,EMEA,IQ45794008
Uno-X Gruppen AS,EMEA,IQ145723380
Valero Energy (Ireland) Limited,EMEA,IQ5875179
Varo Energy Supply Trading B.V.,EMEA,IQ403722722
"World Fuel Services Europe, Ltd.",EMEA,IQ23928033
AS24 SAS,EMEA,IQ5875524
Ludoil Energia Srl,EMEA,IQ225910206
Opet International Limited,EMEA,IQ46753620
Bolloré Energy S.A.,EMEA,IQ5491180
Internacional De Alcoholes SA,EMEA,IQ253302098
Charvet S.A.S.,EMEA,IQ5503961
Zg Raiffeisen Biofuels GmbH,EMEA,IQ585030708
SOCOGAS S.p.A.,EMEA,IQ5646916
Van Raak Trading NV,EMEA,IQ45798890
NWF Fuels Ltd,EMEA,IQ22709573
Bunker Oil AS,EMEA,IQ5419120
Petrolifera Adriatica S.p.A.,EMEA,IQ47342834
UGI France SAS,EMEA,IQ25050391
"PETRONIEVES, S.L.",EMEA,IQ47099413
RYUSEKI CORPORATION,APAC,IQ5524410
Energie Direct Mineralölhandelsges.m.b.H.,EMEA,IQ46894847
Preem Norge As,EMEA,IQ626595759
Stena Oil AB,EMEA,IQ5547440
Heinrich Fip GmbH & Co. KG,EMEA,IQ5579263
Petrogas Group UK Ltd,EMEA,IQ111627125
B.W.O.C. Limited,EMEA,IQ22745583
DLH Fuel Company MbH,EMEA,IQ111521292
San Marco Petroli S.p.A.,EMEA,IQ5598832
SIRTAM SpA,EMEA,IQ30442201
A/S Dan-Bunkering Ltd.,EMEA,IQ5538655
Oil NRG Ltd.,EMEA,IQ242411821
Societe Européenne de Gestion de l'Energie SA,EMEA,IQ247594641
Stena Line Scandinavia Ab,EMEA,IQ144047967
Axoil Energy SL,EMEA,IQ54083370
Northstar NV,EMEA,IQ5488906
Gkg Mineraloel Handel GmbH & Co Kg,EMEA,IQ5534286
Proxifuel,EMEA,IQ46400931
Bomin Belgium BVBA,EMEA,IQ310618342
Argos Oil France S.A.S.,EMEA,IQ52032477
Engycalor Energia Calore Srl,EMEA,IQ5542518
"Seino Tradings Co.,Ltd.",APAC,IQ5528953
Karl Roßnagel GmbH & Co KG,EMEA,IQ5722265
Promgas S.p.A.,EMEA,IQ5531874
Egedis SAS,EMEA,IQ5668928
SK Energy Europe Limited,EMEA,IQ26019780
"Alcapetro - PetrÓleos E Derivados, S.A.",EMEA,IQ171668457
J.R.Rix & Sons Limited,EMEA,IQ22615642
Toyotsu Energy Corporation,APAC,IQ5703479
Fritz Wahr Energie GmbH & Co. Kg,EMEA,IQ257032687
Japex Energy Corporation,APAC,IQ62313553
"Mita Shoten, K.K.",APAC,IQ5532727
Oilchart International NV,EMEA,IQ5827154
P.M.I. Trading Designated Activity Company,EMEA,IQ22509907
OKTAN Mineraloel-Vertrieb GmbH,EMEA,IQ5491015
Mabanaft Limited,EMEA,IQ5473550
